2019-09-01 12:36:04;1302245;1306480;86956;86957;10100;13;view;86962
2019-09-01 12:36:04;1302245;1306480;86956;86968, 86965, 86966, 86967;20110;14;view;86962
2019-09-01 12:36:04;1302245;1306480;86956;86963;10100;15;click;86962
2019-09-01 12:36:29;3753927;3685797;54452;54453, 54454;20100;1;click;0
2019-09-01 12:41:57;900145;3686868;55312;55313;10110;1;click;55313
2019-09-01 13:08:33;3752533;3682739;55385;55386;10100;1;click;522518
2019-09-01 13:23:05;3754415;3686932;87097;87098;10100;1;click;0
2019-09-01 13:27:02;3646137;3593721;87097;87098;10100;1;click;0
2019-09-01 13:37:18;3754425;3686949;86976, 86939, 86956, 86947;86955, 86957, 86979, 86943;40100;1;view;0
2019-09-01 13:37:18;3754425;3686949;86976;86977, 86978, 86979, 86980;20100;2;view;0
2019-09-01 13:37:18;3754425;3686949;86976;86979;10110;3;click;0
2019-09-01 14:23:41;729597;3683036;54456;54457;10100;1;view;54457
2019-09-01 14:23:41;729597;3683036;54456;54457, 54458, 54459, 505298;20100;2;click;54457
2019-09-01 14:23:52;729597;3683036;54456;54457;10100;1;view;54458
2019-09-01 14:23:52;729597;3683036;54456;54457, 54458, 54459, 505298;20100;2;click;54458
2019-09-01 14:25:16;383235;2423331;89175;364134;10100;1;click;83442
2019-09-01 14:34:57;3634051;3687031;86991;86993;10100;1;click;86992
2019-09-01 15:44:54;3133949;3141637;87693;87694, 87695, 87696, 87697, 87698, 87699;20100;1;click;87694
2019-09-01 15:53:15;102167;1170990;54498;54499;10100;1;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54503;10100;2;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54501;10100;3;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54502;10100;4;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54500;10100;5;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54499, 54500, 54501, 54502, 54503;20110;6;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54499, 54500, 54501;20100;7;view;54499
2019-09-01 15:53:15;102167;1170990;54498;54499, 54500;20100;8;click;54499
2019-09-01 16:07:41;3735611;3665661;86976, 86939, 86956, 86947;86955, 86957, 86979, 86943;40100;1;click;0
2019-09-01 16:14:46;2743365;3526153;54456;54457;10100;1;view;512813
2019-09-01 16:14:46;2743365;3526153;54456;54458;10100;2;click;512813
2019-09-01 16:20:03;1628767;1626726;54521;54530;10111;1;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54525;10110;2;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54531;10110;3;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54529;10010;4;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54522, 54523, 54524;20110;5;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54526;10100;6;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54528, 54529, 54530, 54531, 54522, 54523, 54524, 54525, 54526, 54527;20100;7;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54524;10100;8;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54527;10100;9;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54525, 54526, 54527;20110;10;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54523;10100;11;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54528;10110;12;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54530, 54531;20111;13;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54525, 54527;20110;14;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54529, 54530, 54531;20111;15;view;54523
2019-09-01 16:20:03;1628767;1626726;54521, 54498, 54507, 54510;54530, 54502, 54508, 54511, 54512, 54513;40010;16;view;54523
2019-09-01 16:20:03;1628767;1626726;54521, 54510;54512, 54513, 54530, 54511;30010;17;view;54523
2019-09-01 16:20:03;1628767;1626726;54521, 54498, 54507;54530, 54508, 54502;40010;18;view;54523
2019-09-01 16:20:03;1628767;1626726;54521;54529, 54530;20111;19;click;54523
2019-09-01 16:31:44;1729009;1719159;86867;86873, 86868, 86869, 86871;20100;1;view;86868
2019-09-01 16:31:44;1729009;1719159;86867, 86861;86871, 86863;30110;2;view;86868
2019-09-01 16:31:44;1729009;1719159;86874, 86867;86868, 86869, 86871, 86873, 86875, 86876, 86877, 86878;30100;3;click;86868
2019-09-01 16:47:06;3619585;3591893;86889;86891;10100;1;click;86891
2019-09-01 16:47:08;3619585;3573121;54460;54462;10100;1;view;54466
2019-09-01 16:47:08;3619585;3573121;54460;54461;10100;2;view;54466
2019-09-01 16:47:08;3619585;3573121;54460;54464;10010;3;click;54466
2019-09-01 17:11:38;2075237;2487508;54443;54448;10010;1;click;54444
2019-09-01 17:15:48;914407;1158799;86791;86793;10100;1;click;424676
2019-09-01 17:35:20;2471981;3687411;87004;505100;10100;1;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87012;10100;2;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87009;10110;3;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87008;10010;4;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87006;10110;5;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87008, 87009, 87010;20100;6;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87010;10100;7;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87008, 87009, 87010, 87011, 87012, 505100, 87005, 87006, 87007;20100;8;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87009;10100;9;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87005;10110;10;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87007;10010;11;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87008, 87007;20010;12;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87008, 87005, 87006, 87007;20010;13;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87005;10010;14;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87009, 87010;20110;15;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87005, 87006;20010;16;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87010;10110;17;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87011;10110;18;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87008;10100;19;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87006;10100;20;view;0
2019-09-01 17:35:20;2471981;3687411;87004;87007;10100;21;view;0
2019-09-01 17:35:20;2471981;3687411;87001, 87004;508092, 87005;30110;22;view;0
2019-09-01 17:35:20;2471981;3687411;87004, 86991;505098, 505100;30100;23;view;0
2019-09-01 17:35:20;2471981;3687411;87004, 87013;505100, 505101;30100;24;view;0
2019-09-01 17:35:20;2471981;3687411;87001, 87004, 86991;505100, 505098, 508092;40100;25;view;0
2019-09-01 17:35:20;2471981;3687411;87004, 88701;88705, 87010;30100;26;click;0
2019-09-01 17:45:05;3588331;3549303;86991;86993;10100;1;view;86992
2019-09-01 17:45:05;3588331;3549303;86991;86998;10100;2;click;86992
2019-09-01 17:45:31;1588235;1588333;86889;86891;10100;1;click;86890
2019-09-01 17:49:36;3752767;3683203;86791;86793;10100;1;click;86793
2019-09-01 18:01:59;1593251;2499607;87097;87098;10100;1;click;87098
2019-09-01 18:39:38;3745281;3672978;86794;86795;10100;1;view;424714
2019-09-01 18:39:38;3745281;3672978;86794;86797;10100;2;click;424714
2019-09-01 18:41:00;3021065;3612853;87526;87527;10111;1;click;522460
2019-09-01 18:44:25;3567185;3533300;87097;87098;10100;1;click;0
2019-09-01 18:50:03;936105;2694245;87097;87098;10100;1;click;87098
2019-09-01 18:56:37;3155901;3679759;54383;54385;10100;1;click;54386
2019-09-01 19:09:49;786087;2657368;54456;54457;10100;1;click;54459
2019-09-01 19:53:12;3355973;3391662;86889;86891;10100;1;view;513057
2019-09-01 19:53:12;3355973;3391662;86889;86890;10100;2;click;513057
2019-09-01 20:38:48;106563;985097;87449;87450;10100;1;click;87450
2019-09-01 20:41:27;1500469;1507936;86791;86793;10100;1;click;86792
2019-09-01 20:58:01;3627565;3687749;87526;87527;10111;1;click;87527
2019-09-01 21:03:06;3750449;3679139;54510;54512, 54511;20110;1;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;54512, 54513, 54511;20010;2;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;54511;10100;3;view;391813
2019-09-01 21:03:06;3750449;3679139;54507, 54510;54508, 54509, 54511;30100;4;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;54512, 54513, 391813, 54511;20100;5;view;391813
2019-09-01 21:03:06;3750449;3679139;54504, 54510;54505, 54506, 54511;30110;6;view;391813
2019-09-01 21:03:06;3750449;3679139;54504, 54498, 54507, 54510, 54495;54497, 54499, 54508, 54511, 54505;40100;7;view;391813
2019-09-01 21:03:06;3750449;3679139;54498, 54507, 54510;54511, 54508, 54509, 54502, 54503;40010;8;view;391813
2019-09-01 21:03:06;3750449;3679139;54504, 54507, 54510;54505, 54506, 54508, 54509, 54511;40110;9;view;391813
2019-09-01 21:03:06;3750449;3679139;54515, 54510;434781, 54511;30110;10;view;391813
2019-09-01 21:03:06;3750449;3679139;54510, 54495;54496, 54497, 391813, 54511, 54512, 54513;30100;11;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;54512, 391813, 54511;20100;12;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;54513, 54511;20100;13;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;54513, 391813, 54511;20100;14;view;391813
2019-09-01 21:03:06;3750449;3679139;54510;391813, 54511;20100;15;view;391813
2019-09-01 21:03:06;3750449;3679139;54504, 54510, 54495;54496, 54497, 391813, 54505, 54506, 54511, 54512, 54513;40100;16;click;391813
2019-09-01 21:06:43;3646137;3593721;87097;87098;10100;1;click;87098
2019-09-01 21:22:41;2916009;2859771;92463;92464, 92465;20100;1;view;569702
2019-09-01 21:22:41;2916009;2859771;92463;92464;10100;2;view;569702
2019-09-01 21:22:41;2916009;2859771;92463;92465;10100;3;click;569702
2019-09-01 21:33:12;2916009;2859771;54456;54457;10100;1;click;54457
2019-09-01 21:51:29;3754311;3686717;58079;364060;10100;1;click;83342
2019-09-01 21:56:38;1521013;3686997;87097;87098;10100;1;click;0
2019-09-01 22:02:16;1208447;3687885;87839;87840, 87841;20100;1;click;87840
2019-09-01 22:07:57;2555803;2484903;54456;54457;10100;1;view;54459
2019-09-01 22:07:57;2555803;2484903;54456;54458;10100;2;view;54459
2019-09-01 22:07:57;2555803;2484903;54456;54459;10100;3;click;54459
2019-09-01 22:08:04;2142265;3687887;54452;54453, 54454;20100;1;click;0
2019-09-01 22:47:17;3330743;3687866;86976, 86939, 86956, 86947;86955, 86957, 86979, 86943;40100;1;click;0
2019-09-01 22:51:47;3330743;3687866;86889;86891;10100;1;click;86890
2019-09-01 23:31:21;34047;3627034;87097;87098;10100;1;click;87098
2019-09-01 23:33:16;1774551;1760292;86791;86793;10100;1;click;569648
2019-09-01 05:00:44;2266278;1485918;87526;87528, 87529, 87527;20100;1;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87527;10010;2;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528, 87529, 87527;20010;3;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528;10010;4;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87529;10100;5;view;87527
2019-09-01 05:00:44;2266278;1485918;87530, 87526;87528, 87529, 87531, 87532, 87527;30100;6;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87527;10100;7;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87529;10110;8;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87527;10110;9;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528;10100;10;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87527;10001;11;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528, 87527;20100;12;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528, 87529;20100;13;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87529;10010;14;view;87527
2019-09-01 05:00:44;2266278;1485918;87530, 87526;87528, 87529, 87532, 87527;30100;15;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528, 87527;20010;16;view;87527
2019-09-01 05:00:44;2266278;1485918;87530, 87526;87528, 87531, 87532, 87527;30100;17;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528, 87529;20010;18;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528;10110;19;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87529;10001;20;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87529;10111;21;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87528;10111;22;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87527;10111;23;view;87527
2019-09-01 05:00:44;2266278;1485918;87526;87527;10101;24;click;87527
2019-09-01 05:30:38;3752494;3682665;86889;86893;10010;1;view;86890
2019-09-01 05:30:38;3752494;3682665;86889;86895;10100;2;view;86890
2019-09-01 05:30:38;3752494;3682665;86889;86899;10010;3;view;86890
2019-09-01 05:30:38;3752494;3682665;86889;86891;10100;4;click;86890
2019-09-01 05:31:46;3752494;3682665;86889;86893;10010;1;view;86891
2019-09-01 05:31:46;3752494;3682665;86889;86895;10100;2;view;86891
2019-09-01 05:31:46;3752494;3682665;86889;86899;10010;3;view;86891
2019-09-01 05:31:46;3752494;3682665;86889;86891;10100;4;click;86891
2019-09-01 05:31:58;3752494;3682665;86889;86893;10010;1;view;86890
2019-09-01 05:31:58;3752494;3682665;86889;86895;10100;2;view;86890
2019-09-01 05:31:58;3752494;3682665;86889;86899;10010;3;view;86890
2019-09-01 05:31:58;3752494;3682665;86889;86891;10100;4;view;86890
2019-09-01 05:31:58;3752494;3682665;86889;86890;10010;5;click;86890
2019-09-01 06:17:31;1957568;2365101;86791;86792, 86793;20110;1;click;512920
2019-09-01 06:30:50;1573196;3683305;54377;54379;10100;1;click;54378
2019-09-01 07:05:03;3130760;3137808;54456;54458;10010;1;click;54458
2019-09-01 07:05:10;3130760;3137808;54456;54458;10010;1;view;54457
2019-09-01 07:05:10;3130760;3137808;54456;54457;10100;2;click;54457
2019-09-01 07:07:32;316728;3090459;87693;87699;10010;1;view;522538
2019-09-01 07:07:32;316728;3090459;87693;87694;10010;2;click;522538
2019-09-01 07:38:03;1909472;3190380;55385;55386, 55387;20100;1;click;55386
2019-09-01 07:40:48;1994846;1978303;86939;86944;10100;1;view;86941
2019-09-01 07:40:48;1994846;1978303;86939;86941;10110;2;click;86941
2019-09-01 07:49:32;2861982;3681670;87097;87101;10110;1;view;513172
2019-09-01 07:49:32;2861982;3681670;87097;87100;10110;2;view;513172
2019-09-01 07:49:32;2861982;3681670;87097;87100;10010;3;view;513172
2019-09-01 07:49:32;2861982;3681670;87097;87100;10100;4;view;513172
2019-09-01 07:49:32;2861982;3681670;87097;87098;10010;5;view;513172
2019-09-01 07:49:32;2861982;3681670;87097;87101;10010;6;view;513172
2019-09-01 07:49:32;2861982;3681670;87097;87103;10010;7;click;513172
2019-09-01 07:56:20;2973416;2950616;87182;87188;10010;1;click;87184
2019-09-01 08:01:03;2973416;2950616;54977;54980;10010;1;click;54978
2019-09-01 08:08:34;3409874;3686599;86976;86977;10010;1;click;0
2019-09-01 08:13:41;3575950;3682664;55312;55313;10100;1;click;55313
2019-09-01 08:14:09;3752356;3682377;86791;86792, 86793;20110;1;click;512919
2019-09-01 08:15:01;2762876;2724542;87347;87350;10100;1;click;87348
2019-09-01 08:15:08;3752356;2538071;87097;87101;10110;1;click;513171
2019-09-01 09:24:58;2849018;3681990;86791;86792, 86793;20110;1;click;86793
2019-09-01 10:03:54;3754302;3686683;86861;86862;10110;1;click;0
2019-09-01 10:06:26;3754302;3686683;58079;58080;10110;1;click;364060
2019-09-01 10:32:25;2241502;2177230;87307;87312;10010;1;view;87313
2019-09-01 10:32:25;2241502;2177230;87307;87313;10110;2;view;87313
2019-09-01 10:32:25;2241502;2177230;87307;87308;10100;3;view;87313
2019-09-01 10:32:25;2241502;2177230;87307;87310;10110;4;view;87313
2019-09-01 10:32:25;2241502;2177230;87307;87311;10100;5;view;87313
2019-09-01 10:32:25;2241502;2177230;87307;87312, 87313, 87310;20010;6;click;87313
2019-09-01 10:52:02;3682568;3686751;86791;86792, 86793;20110;1;click;86792
2019-09-01 10:57:58;813554;3686476;87347;87350;10100;1;click;87348
2019-09-01 11:29:48;2245946;2207148;55385;55386, 55387;20100;1;click;55386
2019-09-01 11:30:14;2867670;3686761;87097;87101;10110;1;click;0
2019-09-01 11:32:03;1762756;1748847;86889;86893;10010;1;click;86892
2019-09-01 12:22:26;271410;2795355;56213;56214;10010;1;click;56214
2019-09-01 12:32:55;3373090;3409475;54456;54458;10010;1;click;54457
2019-09-01 12:45:43;3556230;2206176;55430;55433;10100;1;click;55435
2019-09-01 12:49:34;1808916;1928127;87449;87451;10100;1;view;513941
2019-09-01 12:49:34;1808916;1928127;87449, 87460;87461, 87464, 87465, 87466, 87452, 87454, 87455;30010;2;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87452;10010;3;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87452;10100;4;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87452;10110;5;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87450;10100;6;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87455;10010;7;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87454;10010;8;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87450;10010;9;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;515889;10010;10;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87451;10010;11;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87450;10110;12;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;516194;10010;13;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87451;10110;14;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;515889;10001;15;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;515889;10100;16;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;515889;10110;17;view;513941
2019-09-01 12:49:34;1808916;1928127;87449;87456;10001;18;click;513941
2019-09-01 13:07:36;1968824;3685584;86889;86893;10010;1;click;513061
2019-09-01 13:13:43;3754404;3686905;54456;54458;10010;1;click;54457
2019-09-01 13:22:47;2293966;3686931;87004;87008;10010;1;click;0
2019-09-01 13:23:07;3754400;3686892;87097;87101;10110;1;click;87098
2019-09-01 13:30:03;2880906;2846851;86889;86893;10010;1;click;86890
2019-09-01 14:21:42;1558962;3687027;55385;55386, 55387;20100;1;click;55386
2019-09-01 14:48:24;2757980;2705269;86947;86951;10110;1;click;86955
